# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS	MORPHEMES	NOTE
1489	Khispi	fire prefix	bu-	bu+	b u	i n	b u	416	_fire-prefix	
1490	Duhumbi	fire prefix	bu-	bu+	b u	i n	b u	416	_fire-prefix	
1491	Khoina	fire prefix	ba-	ba+	b a	i n	b a	416	_fire-prefix	
1492	Jerigaon	fire prefix	ba-	ba+	b a	i n	b a	416	_fire-prefix	
1493	Khoitam	fire prefix	ba-	ba+	b a	i n	b a	416	_fire-prefix	
1494	Rahung	fire prefix	ba-	ba+	b a	i n	b a	416	_fire-prefix	
1495	Rupa	fire prefix	ba-	ba+	b a	i n	b a	416	_fire-prefix	
1496	Shergaon	fire prefix	ba-	ba+	b a	i n	b a	416	_fire-prefix	
#
1497	Khispi	fish	ŋa	ŋa	ŋ a	i n	ŋ a -	101	FISH	
1498	Duhumbi	fish	ŋa	ŋa	ŋ a	i n	ŋ a -	101	FISH	
1499	Khoina	fish	nu	nu	n u	i n	n u -	101	FISH	
1500	Jerigaon	fish	nu	nu	n u	i n	n u -	101	FISH	
1501	Khoitam	fish	nu(ŋ)	nu	n u ?ŋ	i n c	n u ?ŋ	101	FISH	
1502	Rahung	fish	nu(ŋ)	nu	n u ?ŋ	i n c	n u ?ŋ	101	FISH	
1503	Rupa	fish	ɲu ~ ɲuŋ	ɲu	ɲ u ?ŋ	i n c	ɲ u ?ŋ	101	FISH	
1504	Shergaon	fish	ɲu	ɲu	ɲ u	i n	ɲ u -	101	FISH	
#
1505	Khispi	five	kʰa	kʰa	kʰ a	i n	kʰ a	37	FIVE	
1506	Duhumbi	five	kʰa	kʰa	kʰ a	i n	kʰ a	37	FIVE	
1507	Khoina	five	kʰuː	kʰuː	kʰ uː	i n	kʰ uː	37	FIVE	
1508	Jerigaon	five	kʰuː	kʰuː	kʰ uː	i n	kʰ uː	37	FIVE	
1509	Khoitam	five	kʰuː	kʰuː	kʰ uː	i n	kʰ uː	37	FIVE	
1510	Rahung	five	kʰuː	kʰuː	kʰ uː	i n	kʰ uː	37	FIVE	
1511	Rupa	five	kʰuː	kʰuː	kʰ uː	i n	kʰ uː	37	FIVE	
1512	Shergaon	five	kʰuː	kʰuː	kʰ uː	i n	kʰ uː	37	FIVE	
#
1514	Duhumbi	flame	(bɛj) ɬap	ɬap	b ɛj + ɬ a p	i n + i n c	b ɛj + ɬ a p	415 419	FIRE FLAME	
1517	Khoitam	flame	(bɛ-) lap ~ (ba-) lap	lap	b ɛ~a/a + l a p	i n + i n c	b ɛ~a/a + l a p	416 419	_fire-prefix FLAME	
1519	Rupa	flame	(ba) a-lap ~ (ba-) lap	a+lap	b a + a + l a p	i n + n + i n c	b a + a + l a p	415 676 419	FIRE _a-prefix FLAME	
#
1521	Khispi	flee	jɛt	jɛt	j ɛ t	i n c	j ɛ t	421	FLEE	
1522	Duhumbi	flee	jɛt	jɛt	j ɛ t	i n c	j ɛ t	421	FLEE	
1525	Khoitam	flee	jɛt	jɛt	j ɛ t	i n c	j ɛ t	421	FLEE	
1526	Rahung	flee	jɛt	jɛt	j ɛ t	i n c	j ɛ t	421	FLEE	
1527	Rupa	flee	jat	jat	j a t	i n c	j a t	421	FLEE	
1528	Shergaon	flee	jat	jat	j a t	i n c	j a t	421	FLEE	
#
1532	Jerigaon	float	raː (-tʰɔn)	raː	r aː + tʰ ɔ n	i n + i n c	r aː + tʰ ɔ n	422 420	FLOAT TAKE	
1533	Khoitam	float	rɛː (-tʰĩː)	rɛː	r ɛː + tʰ ĩː	i n + i n	r ɛː + tʰ ĩː -	422 420	FLOAT TAKE	
1534	Rahung	float	rɛː (-tʰyː)	rɛː	r ɛː + tʰ yː	i n + i n	r ɛː + tʰ yː -	422 420	FLOAT TAKE	
#
1537	Khispi	flour	pʰuj	pʰuj	pʰ uj	i n	pʰ uj	424	FLOUR	
1538	Duhumbi	flour	pʰɔj	pʰɔj	pʰ ɔj	i n	pʰ ɔj	424	FLOUR	
1539	Khoina	flour	nə-faː	nə+faː	n ə + f aː	i n + i n	n ə + f aː	223 424	_na-prefix10 FLOUR	
1540	Jerigaon	flour	nə-hɛːʰ	nə+hɛːʰ	n ə + h ɛːʰ	i n + i n	n ə + h ɛːʰ	223 424	_na-prefix10 FLOUR	
1541	Khoitam	flour	nə-pʰɛːʰ	nə+pʰɛːʰ	n ə + pʰ ɛːʰ	i n + i n	n ə + pʰ ɛːʰ	223 424	_na-prefix10 FLOUR	
1542	Rahung	flour	mə-hɛːʰ	mə+hɛːʰ	m ə + h ɛːʰ	i n + i n	m ə + h ɛːʰ	223 424	_ma-prefix12 FLOUR	
1543	Rupa	flour	nə-pʰaː	nə+pʰaː	n ə + pʰ aː	i n + i n	n ə + pʰ aː	223 424	_na-prefix10 FLOUR	
1544	Shergaon	flour	nə-pʰaː	nə+pʰaː	n ə + pʰ aː	i n + i n	n ə + pʰ aː	223 424	_na-prefix10 FLOUR	
#
1546	Duhumbi	flow	wa	wa	w a	i n	w a	430	FLOW	'move'
1547	Khoina	flow	xyj(ŋ)	xyj	x y j	i n c	x y j	428	FLOW	
1548	Jerigaon	flow	hyŋ	hyŋ	h y ŋ	i n c	h y ŋ	428	FLOW	
1549	Khoitam	flow	hyŋ	hyŋ	h y ŋ	i n c	h y ŋ	428	FLOW	
1551	Rupa	flow	haw	haw	h aw	i n	h aw	430	FLOW	
1552	Shergaon	flow	haw	haw	h aw	i n	h aw	430	FLOW	
#
1555	Khoina	fly (n)	bə-ʨiŋ-ʨɔŋ	bə+ʨiŋ+ʨɔŋ	b ə + tɕ i ŋ + tɕ ɔ ŋ	i n + i n c + i n c	b ə - + tɕ i ŋ + tɕ ɔ ŋ	432 431 433	_pa-prefix3 FLYN1 FLYN2	
1556	Jerigaon	fly (n)	pʰə-ʨiŋ-ʨɔŋ ~mə-ʨiŋ-ʨɔŋ	pʰə+ʨiŋ+ʨɔŋ	pʰ~m/pʰ ə + tɕ i ŋ + tɕ ɔ ŋ	i n + i n c + i n c	pʰ~m/pʰ ə - + tɕ i ŋ + tɕ ɔ ŋ	432 431 433	_pa-prefix3 FLYN1 FLYN2	
1557	Khoitam	fly (n)	pʰ-ʦiː ~ pʰ-ʨiː	pʰ+ʦiː	pʰ + ts~ʨ/ʨ iː	i + i n	pʰ - - + ts~ʨ/ʨ iː -	432 431	_pa-prefix3 FLYN1	
1558	Rahung	fly (n)	ʨa-pim	ʨa+pim	tɕ a + p i m	i n + i n c	tɕ a + p i m	98 432	FLYN3 FLYN4	
1559	Rupa	fly (n)	bə-ʨiŋ	bə+ʨiŋ	b ə + tɕ i ŋ	i n + i n c	b ə - + tɕ i ŋ	432 431	_pa-prefix3 FLYN1	
1560	Shergaon	fly (n)	bə-ʨiŋ	bə+ʨiŋ	b ə + tɕ i ŋ	i n + i n c	b ə - + tɕ i ŋ	432 431	_pa-prefix3 FLYN1	
#
1561	Khispi	fly (vi)	ɕɛl	ɕɛl	ɕ ɛ l	i n c	ɕ ɛ l	434	FLYVI	
1562	Duhumbi	fly (vi)	ɕɛɹ	ɕɛɹ	ɕ ɛ ɹ	i n c	ɕ ɛ ɹ	434	FLYVI	
1563	Khoina	fly (vi)	ʦʰɛn	ʦʰɛn	tsʰ ɛ n	i n c	tsʰ ɛ n	434	FLYVI	
1564	Jerigaon	fly (vi)	ʨʰɛn	ʨʰɛn	tɕʰ ɛ n	i n c	tɕʰ ɛ n	434	FLYVI	
1565	Khoitam	fly (vi)	ʨʰan	ʨʰan	tɕʰ a n	i n c	tɕʰ a n	434	FLYVI	
1566	Rahung	fly (vi)	ʨʰɛm	ʨʰɛm	tɕʰ ɛ m	i n c	tɕʰ ɛ m	434	FLYVI	
1567	Rupa	fly (vi)	ʨʰan ~ ʦʰan	ʨʰan	ʦʰ~tɕʰ/tɕʰ a n	i n c	ʦʰ~tɕʰ/tɕʰ a n	434	FLYVI	
1568	Shergaon	fly (vi)	ʨʰan	ʨʰan	tɕʰ a n	i n c	tɕʰ a n	434	FLYVI	
#
1569	Khispi	fodder	ʦi	ʦi	ts i	i n	ts i	436	FODDER	
1570	Duhumbi	fodder	ʦi	ʦi	ts i	i n	ts i	436	FODDER	
1571	Khoina	fodder	də-ʦʰik	də+ʦʰik	d ə + tsʰ i k	i n + i n c	d ə + tsʰ i k	436 1290	_da-prefix7 FODDER	
1573	Khoitam	fodder	ʨiː	ʨiː	tɕ iː	i n	tɕ iː	436	FODDER	
1574	Rahung	fodder	ʨiː	ʨiː	tɕ iː	i n	tɕ iː	436	FODDER	
1575	Rupa	fodder	də-sɛː ~ siː	də+sɛː	d ə + s iː~ɛː/iː	i n + i n	d ə + s iː~ɛː/iː	436 1291	_da-prefix7 FODDER	
#
1577	Khispi	food	hɔj	hɔj	h ɔj	i n	h ɔj	437	FOOD	
1579	Khoina	food	haː	haː	h aː	i n	h aː	437	FOOD	
1580	Jerigaon	food	hɛ̃ː	hɛ̃ː	h ɛ̃ː	i n	h ɛ̃ː	437	FOOD	
1581	Khoitam	food	hɛ̃ˀ	hɛ̃ˀ	h ɛ̃ˀ	i n	h ɛ̃ˀ	437	FOOD	
1582	Rahung	food	hɛˀ	hɛˀ	h ɛˀ	i n	h ɛˀ	437	FOOD	
1583	Rupa	food	haˀ ~ haː	haˀ	h aˀ	i n	h aˀ	437	FOOD	
1584	Shergaon	food	haː	haː	h aː	i n	h aː	437	FOOD	
#
1587	Khoina	forehead	ma-kɔː	ma+kɔː	m a + k ɔː	i n + i n	m a + k ɔː	438 331	_ma-prefix13 DOOR	
1588	Jerigaon	forehead	mu-kɔː	mu+kɔː	m u + k ɔː	i n + i n	m u + k ɔː	438 331	_ma-prefix13 DOOR	
1589	Khoitam	forehead	mu-kɔː	mu+kɔː	m u + k ɔː	i n + i n	m u + k ɔː	438 331	_ma-prefix13 DOOR	
1590	Rahung	forehead	mə-koː	mə+koː	m ə + k oː	i n + i n	m ə + k oː	438 331	_ma-prefix13 DOOR	
1591	Rupa	forehead	mə-kaw	mə+kaw	m ə + k aw	i n + i n	m ə + k aw	438 331	_ma-prefix13 DOOR	
1592	Shergaon	forehead	mə-kaw	mə+kaw	m ə + k aw	i n + i n	m ə + k aw	438 331	_ma-prefix13 DOOR	
#
1595	Khoina	forest	ri-ʂɛˀ	ri+ʂɛˀ	r i + ʂ ɛˀ	i n + i n	r i + ʂ ɛˀ -	443 440	PEAK FOREST2	
1596	Jerigaon	forest	rə-sɛˀ	rə+sɛˀ	r ə + s ɛˀ	i n + i n	r ə + s ɛˀ -	443 440	PEAK FOREST2	
1597	Khoitam	forest	a-sak	a+sak	a + s a k	n + i n c	- a + s a k	56 440	_u/a-prefix FOREST2	
1598	Rahung	forest	a-seˀ	a+seˀ	a + s eˀ	n + i n	- a + s eˀ -	56 440	_u/a-prefix FOREST2	
1599	Rupa	forest	ɟaŋ-seˀ ~ ʥaŋ-seˀ	ɟaŋ+seˀ	ɟ~ʥ/ʥ a ŋ + s eˀ	i n c + i n	ɟ~ʥ/ʥ a ŋ + s eˀ -	441 440	FOREST1 FOREST2	
1600	Shergaon	forest	ʥaŋ-se	ʥaŋ+se	dʑ a ŋ + s e	i n c + i n	dʑ a ŋ + s e -	441 440	FOREST1 FOREST2	
1601	Khispi	forest	ʥaŋ	ʥaŋ	dʑ a ŋ	i n c	dʑ a ŋ	441	FOREST1	only in compounds
1602	Duhumbi	forest	ʥaŋ	ʥaŋ	dʑ a ŋ	i n c	dʑ a ŋ	441	FOREST1	only in compounds
1607	Rupa	forest	ɟaŋ-seˀ	ɟaŋ+seˀ	ɟ~ʥ/ʥ a ŋ + s eˀ	i n c + i n	ɟ~ʥ/ʥ a ŋ + s eˀ -	441 440	FOREST1 FOREST2	
1608	Shergaon	forest	ʥaŋ-se	ʥaŋ+se	dʑ a ŋ + s e	i n c + i n	dʑ a ŋ + s e -	441 440	FOREST1 FOREST2	
#
1609	Khispi	forget	(ganʥi) pʰak	pʰak	g a n + ʥ i + pʰ a k	i n c + i n + i n c	g a n + ʥ i + pʰ a k	679 681 444	FORGET	
1611	Khoina	forget	pʰlɐk	pʰlɐk	pʰl ɐ k	i n c	pʰl ɐ k	444	FORGET	
1612	Jerigaon	forget	pʰlɐk	pʰlɐk	pʰl ɐ k	i n c	pʰl ɐ k	444	FORGET	
1613	Khoitam	forget	pʰlak	pʰlak	pʰl a k	i n c	pʰl a k	444	FORGET	
1614	Rahung	forget	pʰrak	pʰrak	pʰr a k	i n c	pʰr a k	444	FORGET	
1615	Rupa	forget	pʰlak	pʰlak	pʰl a k	i n c	pʰl a k	444	FORGET	
1616	Shergaon	forget	pʰlak	pʰlak	pʰl a k	i n c	pʰl a k	444	FORGET	
#
1617	Khispi	four	p-ɕi	p+ɕi	p + ɕ i	i + i n	p - + ɕ i	445 446	_pa-prefix4 FOUR	
1618	Duhumbi	four	p-ɕi	p+ɕi	p + ɕ i	i + i n	p - + ɕ i	445 446	_pa-prefix4 FOUR	
1619	Khoina	four	p-ʂiː	p+ʂiː	p + ʂ iː	i + i n	p - + ʂ iː	445 446	_pa-prefix4 FOUR	
1620	Jerigaon	four	p-siː	p+siː	p + s iː	i + i n	p - + s iː	445 446	_pa-prefix4 FOUR	
1621	Khoitam	four	p-siː	p+siː	p + s iː	i + i n	p - + s iː	445 446	_pa-prefix4 FOUR	
1622	Rahung	four	p-siː	p+siː	p + s iː	i + i n	p - + s iː	445 446	_pa-prefix4 FOUR	
1623	Rupa	four	bə-siː	bə+siː	b ə + s iː	i n + i n	b ə + s iː	445 446	_pa-prefix4 FOUR	
1624	Shergaon	four	p-ɕi	p+ɕi	p + ɕ i	i + i n	p - + ɕ i	445 446	_pa-prefix4 FOUR	
#
1625	Khispi	friend	lɔk	lɔk	l ɔ k	i n c	l ɔ k	447	FRIEND1	
1626	Duhumbi	friend	lɔk	lɔk	l ɔ k	i n c	l ɔ k	447	FRIEND1	
1627	Khoina	friend	rɔk	rɔk	r ɔ k	i n c	r ɔ k	447	FRIEND1	
1628	Jerigaon	friend	kʰ-rɔ̃ː ~ kʰu-rɔ̃ː	kʰ+rɔ̃ː	kʰ (u)/u + r ɔ̃ː	i n + i n	kʰ (u)/u + r ɔ̃ː	448 105	_kha-prefix7 FRIEND2	
1629	Khoitam	friend	kʰə-nũː	kʰə+nũː	kʰ ə + n ũː	i n + i n	kʰ ə + n ũː	448 105	_kha-prefix7 FRIEND2	
1630	Rahung	friend	kʰə-nũː	kʰə+nũː	kʰ ə + n ũː	i n + i n	kʰ ə + n ũː	448 105	_kha-prefix7 FRIEND2	
1631	Rupa	friend	rɔk	rɔk	r ɔ k	i n c	r ɔ k	447	FRIEND1	
1632	Shergaon	friend	rɔk	rɔk	r ɔ k	i n c	r ɔ k	447	FRIEND1	
#
1633	Khispi	frog	duŋ-ta	duŋ+ta	d u ŋ + t a	i n c + i n	d u ŋ + t a	453 451	FOREST HORSE	
1634	Duhumbi	frog	duŋ-taˀ ~ dum-ta	duŋ+taˀ	d u ŋ~m/ŋ + t aˀ	i n c + i n	d u ŋ~m/ŋ + t aˀ	453 451	FOREST HORSE	
1635	Khoina	frog	rə-tu	rə+tu	r ə + t u	i n + i n	r ə + t u	452 451	PEAK HORSE	
1636	Jerigaon	frog	rɛk-tu	rɛk+tu	r ɛ + k + t u	i n + i + i n	r ɛ + k - + t u	452 455 451	PEAK _kha-prefix8 HORSE	
1637	Khoitam	frog	rik-tu	rik+tu	r i + k + t u	i n + i + i n	r i + k - + t u	452 455 451	PEAK _kha-prefix8 HORSE	
1638	Rahung	frog	rik-tu	rik+tu	r i + k + t u	i n + i + i n	r i + k - + t u	452 455 451	PEAK _kha-prefix8 HORSE	
1639	Rupa	frog	riː-gə-tu	riː+gə+tu	r iː + g ə + t u	i n + i n + i n	r iː + g ə + t u	452 455 451	PEAK _kha-prefix8 HORSE	
#
1641	Khispi	frost	nam-ba	nam+ba	n a m + b a	i n c + i n	n a m + b - a	457 456	_sky-prefix2 MOON	
1645	Khoitam	frost	nam-bluː	nam+bluː	n a m + bl uː	i n c + i n	n a m + bl - uː	457 456	_sky-prefix2 MOON	
1646	Rahung	frost	nam-bruː	nam+bruː	n a m + br uː	i n c + i n	n a m + br - uː	457 456	_sky-prefix2 MOON	
1647	Rupa	frost	nam-bluː	nam+bluː	n a m + bl uː	i n c + i n	n a m + bl - uː	457 456	_sky-prefix2 MOON	
1648	Shergaon	frost	nam-bluː	nam+bluː	n a m + bl uː	i n c + i n	n a m + bl - uː	457 456	_sky-prefix2 MOON	
#
1653	Khoitam	fruit	mə-laŋ	mə+laŋ	m ə + l a ŋ	i n + i n c	m ə + l a ŋ	136 466	_ma-prefix1 FRUIT	
1654	Rahung	fruit	mə-laŋ	mə+laŋ	m ə + l a ŋ	i n + i n c	m ə + l a ŋ	136 466	_ma-prefix1 FRUIT	
1655	Rupa	fruit	mə-laŋ	mə+laŋ	m ə + l a ŋ	i n + i n c	m ə + l a ŋ	136 466	_ma-prefix1 FRUIT	
1656	Shergaon	fruit	mə-laŋ	mə+laŋ	m ə + l a ŋ	i n + i n c	m ə + l a ŋ	136 466	_ma-prefix1 FRUIT	
#
1659	Khoina	frying pan	kʰə-jaː	kʰə+jaː	kʰ ə + j aː	i n + i n	kʰ ə + j aː	460 377	_kha-prefix9 FRYPAN	
1661	Khoitam	frying pan	kʰ-jɛː	kʰ+jɛː	kʰ + j ɛː	i + i n	kʰ - + j ɛː	460 377	_kha-prefix9 FRYPAN	
1662	Rahung	frying pan	kʰi-jɛː	kʰi+jɛː	kʰ i + j ɛː	i n + i n	kʰ i + j ɛː	460 377	_kha-prefix9 FRYPAN	
1663	Rupa	frying pan	kʰ-jaː	kʰ+jaː	kʰ + j aː	i + i n	kʰ - + j aː	460 377	_kha-prefix9 FRYPAN	
#
1665	Khispi	full	pɕiŋ- ~ ɕiŋ-ba	pɕiŋ+	pɕ~ɕ/pɕ i ŋ + b a	i n c + i n	pɕ~ɕ/pɕ - i ŋ + b a	464 462	FULL _ba-suffix	
1666	Duhumbi	full	pɕiŋ-ba	pɕiŋ+ba	pɕ i ŋ + b a	i n c + i n	pɕ - i ŋ + b a	464 462	FULL _ba-suffix	
1667	Khoina	full	a-pʰiŋ	a+pʰiŋ	a + pʰ i ŋ	n + i n c	- a + pʰ - i ŋ	56 464	_u/a-prefix FULL	
1668	Jerigaon	full	a-pʰiŋ	a+pʰiŋ	a + pʰ i ŋ	n + i n c	- a + pʰ - i ŋ	56 464	_u/a-prefix FULL	
1669	Khoitam	full	a-pʰiŋ	a+pʰiŋ	a + pʰ i ŋ	n + i n c	- a + pʰ - i ŋ	56 464	_u/a-prefix FULL	
1670	Rahung	full	a-pʰiŋ	a+pʰiŋ	a + pʰ i ŋ	n + i n c	- a + pʰ - i ŋ	56 464	_u/a-prefix FULL	
1671	Rupa	full	pʰiŋ-ba	pʰiŋ+ba	pʰ i ŋ + b a	i n c + i n	pʰ - i ŋ + b a	464 462	FULL _ba-suffix	
1672	Shergaon	full	pʰiŋ	pʰiŋ	pʰ i ŋ	i n c	pʰ - i ŋ	464	FULL	
#
1673	Khispi	gall, bile	ɕa-ɕi	ɕa+ɕi	ɕ a + ɕ i	i n + i n	ɕ a + ɕ i	467 465	_sa-prefix13 GALL	
1675	Khoina	gall, bile	a-ʦʰi	a+ʦʰi	a + tsʰ i	n + i n	- a + tsʰ i	56 465	_u/a-prefix GALL	
1676	Jerigaon	gall, bile	a-ʨʰi	a+ʨʰi	a + tɕʰ i	n + i n	- a + tɕʰ i	56 465	_u/a-prefix GALL	
1677	Khoitam	gall, bile	a-ʨʰi	a+ʨʰi	a + tɕʰ i	n + i n	- a + tɕʰ i	56 465	_u/a-prefix GALL	
1678	Rahung	gall, bile	a-ʨʰi	a+ʨʰi	a + tɕʰ i	n + i n	- a + tɕʰ i	56 465	_u/a-prefix GALL	
1679	Rupa	gall, bile	a-ʨʰi	a+ʨʰi	a + tɕʰ i	n + i n	- a + tɕʰ i	56 465	_u/a-prefix GALL	
1680	Shergaon	gall, bile	a-ʨʰi	a+ʨʰi	a + tɕʰ i	n + i n	- a + tɕʰ i	56 465	_u/a-prefix GALL	
#
1681	Khispi	garden	suɹ-ʨʰuɹ	suɹ+ʨʰuɹ	s u ɹ + tɕʰ u ɹ	i n c + i n c	s u ɹ + tɕʰ u ɹ	469 468	GARDEN1 GARDEN2	
1682	Duhumbi	garden	sɔɹ-ʨʰuɹ	sɔɹ+ʨʰuɹ	s ɔ ɹ + tɕʰ u ɹ	i n c + i n c	s ɔ ɹ + tɕʰ u ɹ	469 468	GARDEN1 GARDEN2	
1685	Khoitam	garden	moː-ʨʰɔɹ	moː+ʨʰɔɹ	m oː + tɕʰ ɔ ɹ	i n + i n c	m oː + tɕʰ ɔ ɹ	470 468	GARDEN3 GARDEN2	
#
1689	Khispi	garlic	maŋ	maŋ	m a ŋ	i n c	m a ŋ	471	garlic	
1690	Duhumbi	garlic	maŋ	maŋ	m a ŋ	i n c	m a ŋ	471	CHILI	
1691	Khoina	garlic	ma-siŋ	ma+siŋ	m a + s i ŋ	i n + i n c	m a - + s i ŋ	471 442	garlic ?	
1692	Jerigaon	garlic	mɔɹ-siŋ	mɔɹ+siŋ	m ɔ ɹ + s i ŋ	i n c + i n c	m ɔ ɹ + s i ŋ	471 442	garlic ?	
1693	Khoitam	garlic	mɔ-siŋ	mɔ+siŋ	m ɔ + s i ŋ	i n + i n c	m ɔ - + s i ŋ	471 442	garlic ?	
1695	Rupa	garlic	mɔŋ-siŋ	mɔŋ+siŋ	m ɔ ŋ + s i ŋ	i n c + i n c	m ɔ ŋ + s i ŋ	471 442	garlic ?	
1696	Shergaon	garlic	mɔŋ-siŋ	mɔŋ+siŋ	m ɔ ŋ + s i ŋ	i n c + i n c	m ɔ ŋ + s i ŋ	471 442	garlic ?	
#
1697	Khispi	give	ɕi	ɕi	ɕ i	i n	ɕ i	473	give	
1698	Duhumbi	give	ɕi	ɕi	ɕ i	i n	ɕ i	473	give	
1699	Khoina	give	ʦʰiː	ʦʰiː	tsʰ iː	i n	tsʰ iː	473	give	
1700	Jerigaon	give	ʨʰiː	ʨʰiː	tɕʰ iː	i n	tɕʰ iː	473	give	
1701	Khoitam	give	ʨʰiː	ʨʰiː	tɕʰ iː	i n	tɕʰ iː	473	give	
1702	Rahung	give	ʨʰiː	ʨʰiː	tɕʰ iː	i n	tɕʰ iː	473	give	
1703	Rupa	give	ʨʰiː  ~ ʣiː	ʨʰiː	tɕʰ iː	i n	tɕʰ iː	473	give	
1704	Shergaon	give	ʨʰiː	ʨʰiː	tɕʰ iː	i n	tɕʰ iː	473	give	
#
1705	Khispi	go	ɔŋ	ɔŋ	ɔ ŋ	n c	ɔ ŋ	474	go	
1706	Duhumbi	go	ɔŋ	ɔŋ	ɔ ŋ	n c	ɔ ŋ	474	go	
1707	Khoina	go	ɔŋ	ɔŋ	ɔ ŋ	n c	ɔ ŋ	474	go	
1708	Jerigaon	go	aŋ	aŋ	a ŋ	n c	a ŋ	474	go	
1709	Khoitam	go	aŋ	aŋ	a ŋ	n c	a ŋ	474	go	
1710	Rahung	go	ɔŋ	ɔŋ	ɔ ŋ	n c	ɔ ŋ	474	go	
1711	Rupa	go	ɔŋ	ɔŋ	ɔ ŋ	n c	ɔ ŋ	474	go	
1712	Shergaon	go	ɔŋ	ɔŋ	ɔ ŋ	n c	ɔ ŋ	474	go	
#
1715	Khoina	goat	sy-ʣøː	sy+ʣøː	s y + dz øː	i n + i n	s y + dz øː	312 476	sa-prefix6 goat	
1716	Jerigaon	goat	sə-ʥøː	sə+ʥøː	s ə + dʑ øː	i n + i n	s ə + dʑ øː	312 476	sa-prefix6 goat	
1717	Khoitam	goat	ʥə-zĩː	ʥə+zĩː	dʑ ə + z ĩː	i n + i n	dʑ ə + z ĩː	312 476	sa-prefix6 goat	
1718	Rahung	goat	zyː	zyː	z yː	i n	z yː	476	goat	
1719	Rupa	goat	zøː ~ zɛ̃ː	zøː	z øː	i n	z øː	476	goat	
1720	Shergaon	goat	zɛ̃ː	zɛ̃ː	z ɛ̃ː	i n	z ɛ̃ː	476	goat	
#
1721	Khispi	goitre	du-lu	du+lu	d u + l u	i n + i n	d u + l u -	477 478	goitre goitre	
1722	Duhumbi	goitre	du-luˀ ~ dɔ-rɔˀ	du+luˀ	d u + l uˀ	i n + i n	d u + l uˀ -	477 478	goitre goitre	
1724	Jerigaon	goitre	d-rɔ	d+rɔ	d + r ɔ	i + i n	d - + r ɔ -	477 478	goitre goitre	
1725	Khoitam	goitre	d-rɔː	d+rɔː	d + r ɔː	i + i n	d - + r ɔː -	477 478	goitre goitre	
1726	Rahung	goitre	d-roː	d+roː	d + r oː	i + i n	d - + r oː -	477 478	goitre goitre	
1727	Rupa	goitre	də-raw	də+raw	d ə + r a w	i n + i n c	d ə + r a w	477 478	goitre goitre	
1728	Shergaon	goitre	də-raw	də+raw	d ə + r a w	i n + i n c	d ə + r a w	477 478	goitre goitre	
#
1729	Khispi	gold	sɛl	sɛl	s ɛ l	i n c	s ɛ l	479	gold	
1730	Duhumbi	gold	sɛɹ	sɛɹ	s ɛ ɹ	i n c	s ɛ ɹ	479	gold	
1731	Khoina	gold	siŋ	siŋ	s i ŋ	i n c	s i ŋ	479	gold	
1732	Jerigaon	gold	siŋ	siŋ	s i ŋ	i n c	s i ŋ	479	gold	
1733	Khoitam	gold	sɛɹ	sɛɹ	s ɛ ɹ	i n c	s ɛ ɹ	479	gold	
1734	Rahung	gold	sɛɹ	sɛɹ	s ɛ ɹ	i n c	s ɛ ɹ	479	gold	
1735	Rupa	gold	sin	sin	s i n	i n c	s i n	479	gold	
1736	Shergaon	gold	sin	sin	s i n	i n c	s i n	479	gold	
#
1738	Duhumbi	good	ɔ-ʥɔp	ɔ+ʥɔp	ɔ + dʑ ɔ p	n + i n c	ɔ + dʑ ɔ p	137 481	o/a-prefix good	
1739	Khoina	good	a-dʐaˀ	a+dʐaˀ	a + ɖʐ aˀ	n + i n	a + ɖʐ aˀ -	137 481	o/a-prefix good	
1740	Jerigaon	good	a-ʥɛˀ	a+ʥɛˀ	a + dʑ ɛˀ	n + i n	a + dʑ ɛˀ -	137 481	o/a-prefix good	
1741	Khoitam	good	a-ʥap	a+ʥap	a + dʑ a p	n + i n c	a + dʑ a p	137 481	o/a-prefix good	
1742	Rahung	good	a-ʥap	a+ʥap	a + dʑ a p	n + i n c	a + dʑ a p	137 481	o/a-prefix good	
1743	Rupa	good	a-ɟap ~ a-ʥap	a+ɟap	a + ɟ a p	n + i n c	a + ɟ a p	137 481	o/a-prefix good	
1744	Shergaon	good	a-ʥap	a+ʥap	a + dʑ a p	n + i n c	a + dʑ a p	137 481	o/a-prefix good	
#
1745	Khispi	goral	ɕa-ʑɛl	ɕa+ʑɛl	ɕ a + ʑ ɛ l	i n + i n c	ɕ a + ʑ ɛ l	191 483	sa-prefix4 goral	
1746	Duhumbi	goral	ɕa-zɛɹ	ɕa+zɛɹ	ɕ a + z ɛ ɹ	i n + i n c	ɕ a + z ɛ ɹ	191 483	sa-prefix4 goral	
1748	Jerigaon	goral	sə-zɛn	sə+zɛn	s ə + z ɛ n	i n + i n c	s ə + z ɛ n	191 483	sa-prefix4 goral	
1749	Khoitam	goral	ʥə-zan	ʥə+zan	dʑ ə + z a n	i n + i n c	dʑ ə + z a n	191 483	sa-prefix4 goral	
1750	Rahung	goral	zan	zan	z a n	i n c	z a n	483	goral	
1751	Rupa	goral	zan	zan	z a n	i n c	z a n	483	goral	
1752	Shergaon	goral	zan	zan	z a n	i n c	z a n	483	goral	
#
